58	585	0	4.31268	4.31268
59	595	0	4.32007	4.32007
60	605	0	4.32637	4.32637
61	615	0	4.33179	4.33179
62	625	0	4.33657	4.33657
63	635	0	4.34097	4.34097
64	645	0	4.34523	4.34523
65	655	0	4.34961	4.34961
66	665	0	4.35439	4.35439
67	675	0	4.35982	4.35982
68	685	0	4.3662	4.3662
69	695	0	4.37378	4.37378
70	705	0	4.38284	4.38284
71	715	0	4.39365	4.39365
72	725	0	4.40647	4.40647
73	735	0	4.42156	4.42156
74	745	0	4.43916	4.43916
75	755	0	4.45949	4.45949
76	765	0	4.48279	4.48279
77	775	0	4.50926	4.50926
78	785	0	4.53907	4.53907
79	795	0	4.57241	4.57241
80	805	0	4.60943	4.60943
81	815	0	4.65026	4.65026
82	825	0	4.69502	4.69502
83	835	0	4.74381	4.74381
84	845	0	4.79672	4.79672
85	855	0	4.85381	4.85381
86	865	0	4.91514	4.91514
87	875	0	4.98076	4.98076
88	885	0	5.05068	5.05068
89	895	0	5.12493	5.12493
90	905	0	5.20352	5.20352
91	915	0	5.28643	5.28643
92	925	0	5.37367	5.37367
93	935	0	5.46521	5.46521
94	945	0	5.60941	5.60941
95	955	0	5.84032	5.84032
96	965	0	6.0781	6.0781
97	975	0	6.32273	6.32273
98	985	0	6.57417	6.57417
99	995	0	6.83239	6.83239
100	1005	0	7.09734	7.09734
101	1015	0	7.36898	7.36898
102	1025	0	7.64729	7.64729
103	1035	0	7.93221	7.93221
104	1045	0	8.22372	8.22372
105	1055	0	8.52177	8.52177
106	1065	0	8.82633	8.82633
107	1075	0	9.13736	9.13736
108	1085	0	9.45483	9.45483
0	5	0	4.06854	4.06854
1	15	0	3.93795	3.93795
2	25	0	3.81166	3.81166
3	35	0	3.68985	3.68985
4	45	0	3.57275	3.57275
5	55	0	3.46059	3.46059
6	65	0	3.35366	3.35366
7	75	0	3.25228	3.25228
8	85	0	3.15681	3.15681
9	95	0	3.06768	3.06768
10	105	0	2.98534	2.98534
11	115	0	2.91032	2.91032
12	125	0	2.84319	2.84319
13	135	0	2.78452	2.78452
14	145	0	2.73494	2.73494
15	155	0	2.69501	2.69501
16	165	0	2.66528	2.66528
17	175	0	2.64613	2.64613
18	185	0	2.6378	2.6378
19	195	0	2.64031	2.64031
20	205	0	2.6534	2.6534
21	215	0	2.67656	2.67656
22	225	0	2.70904	2.70904
23	235	0	2.7499	2.7499
24	245	0	2.79804	2.79804
25	255	0	2.85231	2.85231
26	265	0	2.91157	2.91157
27	275	0	2.9747	2.9747
28	285	0	3.04067	3.04067
29	295	0	3.10854	3.10854
30	305	0	3.17751	3.17751
31	315	0	3.24683	3.24683
32	325	0	3.3159	3.3159
33	335	0	3.38417	3.38417
34	345	0	3.45122	3.45122
35	355	0	3.51665	3.51665
36	365	0	3.58017	3.58017
37	375	0	3.64151	3.64151
38	385	0	3.70047	3.70047
39	395	0	3.75689	3.75689
40	405	0	3.81062	3.81062
41	415	0	3.86157	3.86157
42	425	0	3.90968	3.90968
43	435	0	3.9549	3.9549
44	445	0	3.9972	3.9972
45	455	0	4.03659	4.03659
46	465	0	4.07308	4.07308
47	475	0	4.1067	4.1067
48	485	0	4.13751	4.13751
49	495	0	4.16558	4.16558
50	505	0	4.19098	4.19098
51	515	0	4.21381	4.21381
52	525	0	4.23418	4.23418
53	535	0	4.25222	4.25222
54	545	0	4.26806	4.26806
55	555	0	4.28185	4.28185
56	565	0	4.29377	4.29377
57	575	0	4.30398	4.30398
58	585	0	4.31268	4.31268
59	595	0	4.32007	4.32007
60	605	0	4.32637	4.32637
61	615	0	4.33179	4.33179
62	625	0	4.33657	4.33657
63	635	0	4.34097	4.34097
64	645	0	4.34523	4.34523
65	655	0	4.34961	4.34961
66	665	0	4.35439	4.35439
67	675	0	4.35982	4.35982
68	685	0	4.3662	4.3662
69	695	0	4.37378	4.37378
70	705	0	4.38284	4.38284
71	715	0	4.39365	4.39365
72	725	0	4.40647	4.40647
73	735	0	4.42156	4.42156
74	745	0	4.43916	4.43916
75	755	0	4.45949	4.45949
76	765	0	4.48279	4.48279
77	775	0	4.50926	4.50926
78	785	0	4.53907	4.53907
79	795	0	4.57241	4.57241
80	805	0	4.60943	4.60943
81	815	0	4.65026	4.65026
82	825	0	4.69502	4.69502
83	835	0	4.74381	4.74381
84	845	0	4.79672	4.79672
85	855	0	4.85381	4.85381
86	865	0	4.91514	4.91514
87	875	0	4.98076	4.98076
88	885	0	5.05068	5.05068
89	895	0	5.12493	5.12493
90	905	0	5.20352	5.20352
91	915	0	5.28643	5.28643
92	925	0	5.37367	5.37367
93	935	0	5.46521	5.46521
94	945	0	5.60941	5.60941
95	955	0	5.84032	5.84032
96	965	0	6.0781	6.0781
97	975	0	6.32273	6.32273
98	985	0	6.57417	6.57417
99	995	0	6.83239	6.83239
100	1005	0	7.09734	7.09734
101	1015	0	7.36898	7.36898
102	1025	0	7.64729	7.64729
103	1035	0	7.93221	7.93221
104	1045	0	8.22372	8.22372
105	1055	0	8.52177	8.52177
106	1065	0	8.82633	8.82633
107	1075	0	9.13736	9.13736
108	1085	0	9.45483	9.45483
